user_id,days_active,avg_session_duration,num_logins,features_used,region,device_type,email_open_rate,ad_clicks,is_premium_user
2266,4,3.8530306046051512,13,2,India,Desktop,0.8628626053556876,0,0
2267,9,14.942410767804818,14,12,Russia,Mobile,0.6068860751917153,4,0
2268,6,11.069998342242924,11,3,South Africa,Desktop,0.23709555839649954,7,0
2269,16,14.757781382221783,14,3,Russia,Desktop,0.4958528774555646,0,0
2270,25,6.48098344634371,16,4,South Africa,Desktop,0.10783666982524187,1,0
2271,28,7.839888115431192,10,11,India,Mobile,0.09884249166859271,2,0
2272,22,8.015876070682063,20,13,South Africa,Mobile,0.9077646516371682,6,0
2273,22,2.463363375449892,16,2,Brazil,Mobile,0.4578562892629092,7,0
2274,21,8.138861710951224,34,2,Germany,Desktop,0.3615671539511369,3,0
2275,21,16.459482323324604,16,3,South Africa,Desktop,0.9490718266442607,7,0
2276,2,18.151372923495295,14,12,Russia,Mobile,0.3990006786071698,0,0
2277,24,11.327929681446694,28,1,India,Desktop,0.33624212805358034,2,0
2278,8,10.199030513945964,18,8,India,Desktop,0.2729861711578423,3,1
2279,11,2.554843136588665,26,6,Germany,Desktop,0.5650628207470954,4,0
2280,13,17.82567807653689,38,3,Brazil,Mobile,0.5584105922757114,8,0
2281,17,2.234183841665709,7,1,Brazil,Desktop,0.0161941759969616,1,0
2282,8,19.005501443783814,45,3,India,Mobile,0.6540623239573066,6,0
2283,21,10.805892476385631,34,1,Brazil,Mobile,0.7883071030264536,2,0
2284,18,8.154820884345078,47,3,Germany,Desktop,0.6159645424303896,9,0
2285,18,18.63593182716788,49,4,India,Desktop,0.8698881382840377,1,0
2286,14,2.4390378759817413,45,6,Brazil,Desktop,0.2764163610366759,8,1
2287,15,12.465648107643569,7,7,South Africa,Mobile,0.19197940276874248,2,0
2288,6,11.880785440988078,33,7,South Africa,Mobile,0.6972780938199737,7,1
2289,11,5.947767221804877,35,9,Brazil,Desktop,0.18855910220032734,0,0
2290,13,9.719973764303791,39,8,South Africa,Desktop,0.09110487937526301,4,0
2291,25,13.740752106987864,21,13,Germany,Mobile,0.09661506853966184,4,0
2292,1,15.088361543874695,49,4,Russia,Desktop,0.768393493225718,5,1
2293,28,2.012903456718436,28,6,Germany,Mobile,0.028737301668104398,6,0
2294,6,18.863361741638276,32,11,Germany,Desktop,0.28945670483919994,2,1
2295,9,4.961456703070623,44,1,Brazil,Desktop,0.12918640994407682,4,0
2296,8,6.204447816002466,16,8,Germany,Desktop,0.7549101467995052,7,1
2297,11,6.742522022489268,10,6,Brazil,Mobile,0.503493085572984,5,0
2298,22,2.680762457936636,23,2,India,Desktop,0.2054924144976672,1,0
2299,19,4.214938224625849,48,8,Brazil,Desktop,0.7504108986512672,6,1
2300,24,19.754298612994916,15,4,Brazil,Mobile,0.7503665091381634,2,1
2301,9,7.673901272791149,43,9,India,Mobile,0.5230226470686506,9,1
2302,17,4.075419626102888,6,4,Russia,Mobile,0.2758497870552097,8,0
2303,12,3.9258427011432198,33,1,India,Mobile,0.5862770992622216,3,1
2304,25,14.950279418059495,39,7,Brazil,Mobile,0.9335301007541918,3,0
2305,14,17.382235952587536,12,10,South Africa,Mobile,0.051636387626218805,3,1
2306,15,6.625141391152457,36,5,Brazil,Mobile,0.26694984662179233,9,0
2307,16,2.3763712220342295,31,10,India,Mobile,0.28496919539267807,9,0
2308,22,6.015620332016405,10,11,Brazil,Desktop,0.6318116635848827,7,0
2309,22,3.017282434341632,34,12,India,Desktop,0.6511643966619473,0,0
2310,28,3.861108859340747,41,5,Germany,Desktop,0.20631539494371343,2,0
2311,20,9.767146157257564,10,4,Russia,Desktop,0.21610059766251066,7,0
2312,1,6.1385306755093865,11,6,Russia,Mobile,0.9282126845191695,6,0
2313,10,11.287025813457621,14,1,India,Mobile,0.7562988176628109,5,0
2314,8,6.562887558629427,3,3,Russia,Mobile,0.9342696985317195,6,0
2315,18,18.929671419853058,33,11,South Africa,Mobile,0.8296629881626983,0,1
2316,28,18.306991422672763,7,12,South Africa,Mobile,0.4021179802636985,7,0
2317,1,12.202509890188388,4,7,Russia,Desktop,0.12190763684516814,3,0
2318,2,8.379631855772951,39,11,India,Desktop,0.6295503662567378,0,0
2319,1,8.86064387662524,48,8,South Africa,Mobile,0.3519910622576543,3,1
2320,1,9.413341096600945,10,12,Russia,Desktop,0.42541199059181856,1,0
2321,9,15.096427798428993,15,9,Brazil,Mobile,0.4258797409440582,4,1
2322,13,10.129501919339083,16,1,South Africa,Mobile,0.9365196216642128,0,0
2323,1,17.42113903710615,38,4,Germany,Desktop,0.06886241919259362,0,0
2324,13,18.99370614674656,4,2,South Africa,Desktop,0.1931037614697384,4,1
2325,20,8.04703076082081,4,2,Russia,Mobile,0.6079428710149422,1,0
2326,26,12.092500664762243,36,1,Russia,Desktop,0.8837580658868934,8,0
2327,22,3.7110176629861598,27,5,Russia,Mobile,0.9179426518699909,9,0
2328,7,5.6084428597944616,22,2,India,Mobile,0.5586929265149302,6,1
2329,2,9.442383800782881,22,4,India,Desktop,0.03456121883439667,3,0
2330,6,5.71164888623202,17,9,Brazil,Mobile,0.36288103433947394,6,1
2331,7,17.778088834196915,45,11,Brazil,Mobile,0.918833292172679,7,0
2332,26,4.849152609063765,34,3,South Africa,Desktop,0.49994408597309237,7,0
2333,14,10.201894787955656,32,8,Russia,Mobile,0.7266132791834842,7,0
2334,26,12.902586328277762,6,10,Brazil,Mobile,0.2691934204494947,4,0
2335,18,14.453550346895199,33,13,Russia,Desktop,0.0250069703359056,6,0
2336,15,8.895248655077122,8,6,South Africa,Desktop,0.5783601862282242,6,0
2337,2,17.643783237045113,36,10,India,Desktop,0.8349810044364204,1,0
2338,10,12.22974471940266,5,5,Brazil,Mobile,0.9902686968900596,2,0
2339,23,9.911140048055932,5,2,Germany,Mobile,0.8466271078388726,1,0
2340,12,3.210331412936659,47,11,Germany,Desktop,0.5539943623211253,2,0
2341,17,10.36441043201297,10,13,Germany,Desktop,0.6087275888005379,8,1
2342,8,16.773245134683144,40,3,Germany,Mobile,0.8241640398711657,6,1
2343,11,13.061738327983678,7,8,Germany,Desktop,0.01981069682761616,3,1
2344,29,16.97892416712413,12,12,Germany,Mobile,0.9516443481944644,7,0
2345,3,10.8922100707875,30,12,Germany,Mobile,0.5312212458482315,6,0
2346,27,4.132310691700673,25,9,Brazil,Desktop,0.9520522444899209,9,0
2347,6,2.2455172250458593,28,11,Germany,Mobile,0.7645181665808313,5,0
2348,9,7.4579518409346415,43,11,Germany,Desktop,0.15231767861470136,3,1
2349,6,14.563828486960265,13,7,South Africa,Mobile,0.16525981463962736,4,1
2350,9,16.224678270950488,47,1,Brazil,Mobile,0.3536459760127133,9,0
2351,7,7.32355102316593,49,12,South Africa,Mobile,0.2639880219357973,7,1
2352,9,10.921770575898448,22,12,Russia,Desktop,0.43929875929752626,2,0
2353,18,9.58014027981347,18,13,Germany,Mobile,0.6039038708753899,2,1
2354,12,9.389410118325701,27,13,India,Mobile,0.4365794994867417,4,0
2355,8,6.164276837602709,8,6,Germany,Desktop,0.05642058470721878,8,0
2356,8,4.454679890530251,6,7,Germany,Desktop,0.9756316151509021,4,0
2357,18,5.540394048161836,11,12,South Africa,Mobile,0.4251221342013496,0,1
2358,28,2.99598296894023,29,6,Russia,Desktop,0.8510750043217205,4,0
2359,20,5.566353352824387,41,10,South Africa,Mobile,0.07395429226115213,8,1
2360,15,2.16561615725683,5,11,Brazil,Mobile,0.810064879716682,6,0
2361,27,13.290651211447608,7,13,Russia,Mobile,0.173404637711305,8,1
2362,7,7.694757332978292,22,2,Russia,Mobile,0.6794049429969621,9,1
2363,11,19.516604805684356,47,13,Russia,Mobile,0.6618066962550903,9,0
2364,20,5.486906913973361,4,9,South Africa,Mobile,0.9098067182668595,4,1
2365,16,8.22491426557269,32,3,Germany,Desktop,0.3206766803507386,2,0
2366,4,8.441140855547598,19,6,Germany,Mobile,0.10895975991564255,1,1
2367,6,2.1521269291242895,45,6,Germany,Mobile,0.8645658162598754,8,0
2368,26,17.10574315471026,33,8,Germany,Desktop,0.33157752964036713,4,0
2369,22,2.575900282597845,1,13,Germany,Mobile,0.2325337890604693,0,0
2370,26,18.923237025126344,46,4,Brazil,Mobile,0.4862086119883625,1,0
2371,3,18.057338319685172,41,6,India,Mobile,0.14613569001178983,1,0
2372,9,11.639394489547344,44,1,Russia,Mobile,0.2969633530719691,3,0
2373,28,11.784720348403257,41,9,India,Desktop,0.38528063406465307,5,1
2374,10,13.768002613210815,8,12,Brazil,Mobile,0.27725529349106937,7,0
2375,14,8.966900214827966,32,9,Germany,Desktop,0.4502595007430821,2,0
2376,11,13.650001101161399,30,7,Brazil,Desktop,0.38465067228412475,9,1
2377,18,2.8058309963927637,46,11,Brazil,Desktop,0.7745910311105995,9,1
2378,22,2.9728572922950782,28,13,India,Mobile,0.9184086769247098,5,0
2379,12,10.230147553151799,41,1,Russia,Mobile,0.10092321674785254,3,0
2380,23,11.893201419908628,32,3,South Africa,Desktop,0.8233025434441911,7,0
2381,12,17.980717526044742,25,12,South Africa,Desktop,0.9317712077019356,8,0
2382,13,3.883891410342133,34,5,Russia,Mobile,0.6866131459686758,8,0
2383,25,16.80766268949001,33,4,Germany,Mobile,0.9964196761706884,5,0
2384,13,5.780852071257253,13,5,Brazil,Mobile,0.33504299966489204,1,0
2385,19,9.093505673180573,25,7,Germany,Mobile,0.8303099415849654,1,0
2386,26,7.698843826893432,42,9,Brazil,Mobile,0.673702504676889,9,0
2387,19,9.202794911577183,40,1,South Africa,Desktop,0.3234287871974576,8,0
2388,23,4.70891896530654,39,5,Russia,Desktop,0.7046764835103452,4,0
2389,14,11.06426133926399,44,3,India,Desktop,0.5096218390575579,6,1
2390,4,16.42956661696461,49,3,India,Mobile,0.18897389079712257,5,1
2391,13,9.947612186820145,44,11,Russia,Desktop,0.17387968240946272,8,0
2392,8,10.831044366167584,48,2,South Africa,Mobile,0.7133988467658481,4,0
2393,29,17.277816535063657,10,6,Brazil,Desktop,0.7119304623167335,7,0
2394,23,14.709046063484555,31,14,India,Mobile,0.5307737609614335,3,0
2395,21,10.828179353356125,44,6,South Africa,Desktop,0.5014156672777471,6,0
2396,23,6.638521667405234,11,3,Russia,Desktop,0.18003844568886185,8,0
2397,19,17.9286814432094,25,1,Germany,Mobile,0.4292861230043049,1,0
2398,12,12.38636723043005,46,7,South Africa,Mobile,0.871397521031101,8,0
2399,18,5.980656981992481,45,2,South Africa,Desktop,0.8547273060951509,7,0
2400,6,6.844155547484187,34,8,Germany,Desktop,0.6609189018080988,9,0
2401,18,16.456395600852424,20,3,South Africa,Mobile,0.9973566779697332,0,0
2402,19,2.7946201175741985,7,1,India,Mobile,0.8931783466896205,9,0
2403,22,19.85765936651876,33,10,India,Mobile,0.145230423568102,6,0
2404,5,4.346330234866252,35,9,India,Desktop,0.3991364030937029,4,0
2405,24,16.329233457144873,29,5,South Africa,Desktop,0.13193748475927436,4,0
2406,9,9.105955701890291,12,1,South Africa,Mobile,0.4660896164292031,6,0
2407,27,10.859891299174404,5,10,South Africa,Desktop,0.776382824744832,9,0
2408,3,17.8517103943624,12,11,Russia,Mobile,0.15578870992875948,3,0
2409,28,9.432401412605838,29,6,Germany,Desktop,0.8804220324199034,0,0
2410,10,11.67488756611822,35,10,South Africa,Mobile,0.5690575515405063,5,0
2411,19,2.887393923365059,20,3,Germany,Mobile,0.7489444547972451,0,0
2412,3,2.0422545296141568,37,11,Brazil,Desktop,0.045155812107600335,0,0
2413,29,6.406397714031066,1,4,India,Mobile,0.09383815335087176,7,0
2414,29,14.250495672537811,16,8,Russia,Mobile,0.6208611863976603,3,0
2415,22,4.182768080464461,30,5,Germany,Desktop,0.8381919129287876,4,0
2416,15,4.047715258481889,9,12,India,Desktop,0.8738650845252174,9,0
2417,1,9.397290944646258,42,6,Russia,Desktop,0.6883693252670816,9,0
2418,7,13.661066694948078,10,10,India,Desktop,0.20093872014734349,0,0
2419,12,14.81729586046275,13,4,South Africa,Mobile,0.19502171466069673,9,0
2420,17,5.212112133770746,48,6,South Africa,Mobile,0.8813627473571538,6,0
2421,21,3.432586652696764,20,3,India,Mobile,0.11323538551727541,1,0
2422,26,18.927146611019797,29,10,Russia,Mobile,0.6860708641084764,5,0
2423,29,6.691994886117831,4,12,India,Mobile,0.5335068390367455,8,0
2424,24,17.36023695695703,46,1,Brazil,Desktop,0.42142009613708553,1,1
2425,20,17.54284610833073,49,6,Russia,Desktop,0.4403345661638556,5,1
2426,5,15.9054066517258,28,14,Russia,Mobile,0.9452073627351906,4,1
2427,4,5.039004919746262,37,13,India,Desktop,0.8614431998969961,1,1
2428,28,16.792426266575607,13,1,Germany,Desktop,0.864983863881746,8,1
2429,12,15.84651006634856,3,10,India,Desktop,0.4066183081436222,1,1
2430,20,12.741013821911908,37,12,Germany,Desktop,0.10698120873730732,0,0
2431,28,8.06963663304115,48,3,Russia,Desktop,0.9978394331176407,8,0
2432,24,6.725154876797793,19,12,South Africa,Mobile,0.1453430872554815,8,0
2433,18,4.194005817446461,28,8,South Africa,Desktop,0.5155823303286579,8,0
2434,17,11.175627204215685,19,7,India,Mobile,0.26461918859839206,7,0
2435,19,12.534695759177238,17,8,Germany,Mobile,0.5107428616499083,3,1
2436,9,8.46810182928417,18,10,India,Mobile,0.3049331941026481,8,1
2437,4,10.556463218255633,18,10,Brazil,Mobile,0.8968866406209595,1,0
2438,26,8.543260232646801,23,2,India,Mobile,0.9683415957088596,0,0
2439,21,13.538109031772622,40,10,India,Desktop,0.4100642826378831,9,0
2440,2,18.22266574033814,9,7,India,Mobile,0.0701896405775605,6,0
2441,4,4.950564716845008,29,14,India,Mobile,0.6633360993454819,5,0
2442,2,8.865358578256222,42,4,Germany,Mobile,0.37662556404846825,2,1
2443,15,4.535634871115503,29,1,Germany,Desktop,0.9859686559564271,1,1
2444,2,13.248987867340976,2,11,Germany,Desktop,0.08937477788492043,7,0
2445,4,15.119669170794724,17,3,Brazil,Desktop,0.11912644069516276,3,0
2446,6,18.774429186754205,45,5,Brazil,Desktop,0.699423114186547,5,0
2447,7,7.019694672697368,31,14,India,Mobile,0.7586496023537597,3,0
2448,10,19.103801705577744,28,10,Germany,Mobile,0.47109640429056343,8,0
2449,19,3.1387280927721464,43,8,Brazil,Mobile,0.27726460244013607,4,1
2450,19,12.854249540562588,48,2,South Africa,Mobile,0.3098100491304523,5,0
2451,26,3.0283889481799395,39,2,India,Mobile,0.33797296642127084,8,0
2452,22,18.087935379715006,30,8,Russia,Desktop,0.225281990641373,5,1
2453,29,11.536563027260973,35,14,Germany,Mobile,0.8506425481473494,1,0
2454,12,14.04827031373033,48,9,India,Desktop,0.06507720755479751,0,0
2455,3,16.968330666388148,20,10,India,Mobile,0.4072778240783146,8,0
2456,13,4.705591204711437,16,13,Russia,Desktop,0.7476031448409924,1,0
2457,18,2.694648114886409,34,13,South Africa,Desktop,0.003825474446726651,1,0
2458,8,17.81986062643134,14,1,Brazil,Desktop,0.8780325167809284,3,0
2459,21,7.668798094260785,26,14,Brazil,Mobile,0.7062932123793644,9,0
2460,15,4.321620342688975,20,2,Russia,Desktop,0.073373956834068,9,1
2461,1,10.432302267567557,42,4,Russia,Mobile,0.8949965889944381,2,0
2462,3,12.76950936252834,24,12,Brazil,Mobile,0.48730499263081795,6,0
2463,26,2.557470861605182,43,3,South Africa,Desktop,0.6522393338903115,6,0
2464,8,6.948121848627579,18,1,South Africa,Desktop,0.8820333745188419,2,0
2465,4,2.5903977369841282,43,4,India,Desktop,0.8811623446894653,2,1
2466,16,9.566037005518982,9,11,Russia,Desktop,0.4087441185075016,8,1
2467,23,18.111800523192397,19,13,Russia,Mobile,0.23768948502493414,6,0
2468,10,19.687743406884245,20,11,Russia,Mobile,0.2574215443461767,2,0
2469,12,13.466855963065296,42,2,Brazil,Mobile,0.7659415863837279,2,0
2470,14,4.9094784881226525,30,10,Brazil,Desktop,0.9294303610041404,2,1
2471,14,18.305289019987505,26,5,Brazil,Desktop,0.07223067331364996,8,0
2472,2,11.29246081760109,31,1,South Africa,Desktop,0.01501972807401375,7,0
2473,23,4.767487617852526,35,14,Brazil,Desktop,0.8229350614727406,6,0
2474,5,18.591080050129904,3,8,India,Mobile,0.3866026032540584,7,0
2475,5,15.634442913015853,40,10,Brazil,Mobile,0.27644924495816103,0,0
2476,6,15.170694909016728,29,2,South Africa,Mobile,0.18837384761584186,8,1
2477,13,14.765252668299285,6,11,Russia,Desktop,0.3464806098282446,4,0
2478,9,5.606116779735962,1,3,India,Desktop,0.9714680892780079,4,0
2479,22,5.798120450735469,24,3,South Africa,Desktop,0.9770797745436969,4,0
2480,28,14.38927397169059,38,4,Germany,Desktop,0.3315135265567044,8,1
2481,29,5.955009501987144,34,7,Russia,Desktop,0.9636901182891152,4,0
2482,15,9.896090542454878,7,13,Brazil,Mobile,0.299863449739617,1,0
2483,14,16.076032860690944,11,9,South Africa,Desktop,0.8544810952670725,5,0
2484,24,16.111145325761136,11,3,Germany,Mobile,0.2120042091547596,6,1
2485,7,10.158711905465474,36,1,South Africa,Desktop,0.8264875883719909,6,0
2486,25,16.25941888895441,20,11,Brazil,Mobile,0.3537303975571834,6,0
2487,20,17.095192331565023,16,10,South Africa,Desktop,0.19572351994295123,1,0
2488,2,13.785963523116685,5,1,Germany,Desktop,0.9347799074236308,5,0
2489,7,6.1116653415515625,24,12,South Africa,Mobile,0.21418433242866985,8,0
2490,6,6.932212046939855,30,11,India,Desktop,0.9918352257592418,0,0
2491,17,7.667140797357236,30,6,India,Desktop,0.1085738923884898,2,0
2492,27,4.102473939211136,39,5,Brazil,Desktop,0.010020783390207288,5,1
2493,25,6.916873166659013,48,10,Germany,Mobile,0.870793546077083,6,0
2494,25,5.7713460376255785,47,7,Germany,Desktop,0.5866044083084812,1,0
2495,28,10.19591749655484,37,7,Germany,Desktop,0.4216263020750316,9,0
2496,2,18.35187586170077,33,3,Germany,Desktop,0.0819639255320942,7,0
2497,3,3.8806457015712454,20,7,Germany,Desktop,0.5748925309816939,5,0
2498,5,14.96482263105312,22,9,Russia,Desktop,0.3937255852358995,8,0
2499,5,14.371094079436299,41,8,South Africa,Mobile,0.48362191298868273,8,1
2500,1,3.723575575940438,21,3,Germany,Mobile,0.6303918614022084,8,0
2501,8,18.6063032883044,37,10,India,Mobile,0.6399336056305631,8,0
2502,12,12.232499638822752,27,5,South Africa,Mobile,0.9605992413530393,1,0
2503,24,8.547059380442317,38,13,Brazil,Desktop,0.6550534134393448,9,1
2504,4,15.61769450291552,35,13,Brazil,Desktop,0.33940414018223086,9,1
2505,13,6.632578251229413,38,14,Germany,Mobile,0.3296328277650784,6,1
2506,23,14.483177066833768,40,8,Russia,Mobile,0.47716095290765237,4,0
2507,15,2.71480173630045,6,2,Russia,Mobile,0.25932769986818305,8,0
2508,11,17.109344676966895,32,14,South Africa,Mobile,0.3764389781262889,0,0
2509,10,10.067075246383732,16,14,Russia,Mobile,0.8421127719298338,9,1
2510,3,13.46047245844295,28,7,Brazil,Desktop,0.8597616028671972,6,0
2511,22,5.982280756520306,16,11,Germany,Mobile,0.6277924782003403,9,0
2512,14,14.187326827852063,27,10,India,Desktop,0.5828409419940833,4,0
2513,16,15.900324966078978,3,10,Brazil,Desktop,0.42709983173352917,8,0
2514,10,10.517837363919178,49,7,Brazil,Mobile,0.6358989155688466,6,0
2515,29,13.119084633112298,21,11,South Africa,Desktop,0.8060533457314899,3,0
2516,10,10.213866628803174,38,12,Russia,Desktop,0.7378470579089803,7,0
2517,12,18.09364464664122,38,14,India,Desktop,0.035459515677685904,8,0
2518,9,10.961645249257746,30,13,India,Desktop,0.7311299986056335,8,0
2519,1,17.152556762518742,22,8,Russia,Mobile,0.7199476671750017,9,1
2520,5,16.424337048864473,19,1,Germany,Desktop,0.09899053668870261,3,0
2521,20,9.389086784270418,31,8,Russia,Desktop,0.15024736458912613,5,0
2522,8,6.1415208534345505,20,14,Germany,Mobile,0.787908511180327,3,0
2523,11,9.309478386075877,47,1,India,Mobile,0.5589895782466019,0,0
2524,12,16.871912763953965,19,3,South Africa,Mobile,0.8216289905856623,5,0
2525,1,6.097385644749062,2,9,Brazil,Desktop,0.18474413490598363,7,0
2526,25,11.439854225439488,40,4,India,Mobile,0.03061476470633684,5,0
2527,22,16.509741463293455,39,10,India,Desktop,0.16194175467117866,2,0
2528,20,8.362594552310817,27,13,India,Mobile,0.45257004528301914,7,0
2529,28,13.559773466048552,8,9,Brazil,Desktop,0.5232927556099016,9,1
2530,25,6.421368332878662,45,1,Germany,Mobile,0.8577011220526667,8,0
2531,11,3.967030016626879,27,8,South Africa,Mobile,0.7162005298520636,0,0
2532,5,16.298916051671412,15,3,South Africa,Desktop,0.9903906405290797,5,0
2533,15,3.781435221356723,12,11,South Africa,Mobile,0.07871959137536388,9,0
2534,5,6.884865111432522,47,7,Germany,Mobile,0.13022107253992132,7,0
2535,12,17.391969595953924,14,2,Russia,Desktop,0.08435559382056967,1,1
2536,5,8.23644716741601,7,13,Russia,Mobile,0.5384580465781378,3,0
2537,17,19.5148162912549,17,7,South Africa,Mobile,0.266860770806326,0,0
2538,17,19.635218025929476,26,7,India,Desktop,0.6836329400971047,3,0
2539,24,6.828968368164021,37,9,India,Desktop,0.13269088845665533,1,0
2540,12,2.737608000498028,20,2,Brazil,Mobile,0.1031913995621263,2,0
2541,24,14.691139115696824,10,8,Russia,Mobile,0.46016546999294783,3,0
2542,28,10.117757047670187,19,5,India,Desktop,0.3758983532633239,2,0
2543,15,3.8135511912723734,18,10,South Africa,Desktop,0.829164915995099,5,0
2544,15,14.73541074160477,30,9,Brazil,Mobile,0.8375540750429986,6,0
2545,6,2.5611483640145822,30,8,Russia,Desktop,0.11742866787347517,6,0
2546,12,17.663540428860358,25,3,Brazil,Mobile,0.8123227798420455,0,0
2547,27,4.495745524039467,24,3,India,Mobile,0.5641649823786211,4,0
2548,29,4.29161381744105,10,11,South Africa,Desktop,0.5035582738767,2,0
2549,20,5.162101363434521,2,12,South Africa,Desktop,0.09476337624461473,0,0
2550,18,19.2847944528572,38,10,South Africa,Desktop,0.7396307689945837,0,0
2551,14,14.477048484569227,32,8,India,Desktop,0.05963378239739603,1,0
2552,2,16.42468763834546,35,9,Germany,Mobile,0.27769176964959996,9,0
2553,9,9.157429743189555,37,2,South Africa,Desktop,0.09543153476402311,7,0
2554,5,8.0536290950892,7,3,Germany,Mobile,0.5307676098409236,3,0
2555,20,6.2207121220970585,7,14,South Africa,Mobile,0.6452300587095923,9,1
2556,26,10.65166450962336,27,14,Germany,Mobile,0.8908551464804247,2,0
2557,29,11.932917203615034,10,8,Russia,Mobile,0.7338719209962635,7,0
2558,1,13.371947185749598,33,2,Russia,Mobile,0.9611043989137668,1,0
2559,23,6.628133071976501,43,8,South Africa,Desktop,0.7609498328844452,8,0
2560,3,19.07577345625383,7,5,Brazil,Desktop,0.29807310329245174,3,0
2561,6,5.055652967728445,6,6,Brazil,Mobile,0.5475848105631655,8,0
2562,5,19.381757145795422,6,14,India,Desktop,0.4579396393200158,0,1
2563,21,2.267410205135068,13,10,Russia,Desktop,0.5659687236373444,4,0
2564,27,10.660262452703222,48,12,Russia,Mobile,0.5720893394123924,9,0
2565,5,8.00062108609813,13,4,Brazil,Mobile,0.7021010854690262,6,0
2566,1,10.084221450744515,2,3,South Africa,Desktop,0.08304381464556432,3,0
2567,17,12.271962421654203,19,8,India,Mobile,0.7467451288817513,4,0
2568,19,9.840604844228762,19,9,Russia,Desktop,0.14374361323325724,8,0
2569,14,9.46724330542871,38,13,India,Desktop,0.02620730492001555,5,0
2570,12,15.189021477439518,2,8,Russia,Mobile,0.5189055419614622,5,0
2571,10,14.345772951556363,26,9,Germany,Desktop,0.5814769606621968,1,0
2572,20,16.998883076645264,6,1,Germany,Desktop,0.034851070117028926,0,0
2573,21,6.49926166231092,20,5,India,Mobile,0.515371114780023,3,1
2574,18,12.971513175573145,23,12,Brazil,Mobile,0.5345702083654716,9,0
2575,24,12.53350613707137,15,7,Brazil,Desktop,0.05249490126498113,2,1
2576,27,8.655280595708398,6,8,Russia,Mobile,0.711585285114676,6,0
2577,11,10.749035754248256,28,14,Germany,Desktop,0.21028970178438733,6,0
2578,2,7.648078579503117,35,11,Germany,Mobile,0.7944592138252959,5,0
2579,25,4.553199157105734,11,2,India,Mobile,0.310822129799892,4,1
2580,18,5.848421791929191,8,12,India,Desktop,0.47789253146421684,2,0
2581,29,3.89924563522162,49,11,Brazil,Desktop,0.891850879418867,3,0
2582,25,14.295252353422235,24,14,Brazil,Desktop,0.8061794668525476,4,0
2583,7,13.893093075964728,21,4,Brazil,Mobile,0.7818635785854552,3,0
2584,24,19.11091468843771,49,7,South Africa,Desktop,0.16043419761542155,2,0
2585,15,15.134211445650344,36,5,Germany,Mobile,0.0481423866996088,1,0
2586,11,2.936825097610366,7,1,Germany,Mobile,0.6057589506806041,4,0
2587,18,17.916413130721175,5,13,India,Desktop,0.4106916424888478,1,0
2588,23,17.528152933023065,29,14,Germany,Desktop,0.909077276430474,1,0
2589,12,9.979765773908575,16,2,India,Mobile,0.34959326356310194,1,0
2590,6,12.545534909502587,6,5,South Africa,Desktop,0.4105483509979223,1,0
2591,20,19.569409984505338,14,6,Brazil,Mobile,0.5260005430489195,7,1
2592,23,11.581478549266993,2,1,South Africa,Mobile,0.796400665632112,6,1
2593,13,18.295792910769617,25,12,Brazil,Mobile,0.26829905410080246,8,0
2594,20,3.4946976405833556,31,3,Brazil,Desktop,0.9418206571623742,2,1
2595,16,5.438933636756291,13,6,India,Mobile,0.5399211127215382,0,1
2596,18,9.933588981943721,18,6,Brazil,Mobile,0.8409772611744092,5,0
2597,10,12.525622550071486,17,7,South Africa,Desktop,0.5256184834560188,8,0
2598,28,16.692101333530402,45,10,Russia,Desktop,0.7719931957400133,0,1
2599,23,19.788718072577364,28,12,India,Desktop,0.051420752484294674,0,0
2600,8,8.999326936534096,12,14,Brazil,Mobile,0.7992124816830136,3,0
2601,18,2.853481450521529,35,14,Brazil,Desktop,0.5239594298099424,9,0
2602,21,16.421087059315845,22,3,Germany,Mobile,0.44941558818658256,0,0
2603,1,12.878852943490546,39,1,India,Mobile,0.11160966661186789,8,0
2604,23,5.57377145962763,1,13,India,Mobile,0.741562538908513,5,1
2605,8,10.906912219185562,37,7,South Africa,Desktop,0.13116365250413886,4,0
2606,29,15.36158441960704,21,12,Russia,Mobile,0.19231781280399307,4,1
2607,6,15.867412167235589,1,11,South Africa,Mobile,0.1264232557096483,1,0
2608,5,10.993131415977716,4,3,South Africa,Desktop,0.006575607713656173,2,0
2609,15,7.493861542319465,32,5,South Africa,Mobile,0.6619137800671836,6,0
2610,22,19.527366476692883,1,4,Russia,Desktop,0.2708440447716065,3,0
2611,15,13.940526997216871,13,12,South Africa,Desktop,0.14947045919080126,5,1
2612,2,9.348275348233376,46,1,India,Desktop,0.31997248251433263,7,1
2613,1,7.048338035683743,47,12,Russia,Desktop,0.49908469154667723,0,0
2614,23,15.159853694064118,17,7,Brazil,Mobile,0.5034125208842861,5,0
2615,23,6.359302020687819,12,14,Germany,Mobile,0.3671960083319594,0,0
2616,26,5.090779801526387,7,13,Germany,Mobile,0.494932271041429,7,0
2617,11,11.537010001317265,3,4,India,Mobile,0.4273414577949941,3,0
2618,10,7.219773067594554,26,1,Germany,Desktop,0.8226652469844857,4,0
2619,18,13.32029260862507,31,11,Germany,Mobile,0.029613967491181947,9,0
2620,18,4.122896147736203,36,6,Germany,Desktop,0.8680301333230469,1,0
2621,17,13.788939882211789,26,4,Brazil,Mobile,0.24391525567862538,2,0
2622,26,7.09933750395864,3,13,Germany,Mobile,0.7217822150362505,6,0
